s_no,date_time,date1,date_of_month,month_name,time_in_hrs,location,state,wind_speed_10m_mps,wind_speed_100m_mps,avg_wind_speed_mps,temperature_c,pressure_hpa,humidity_percentage,humidity_level,energy_output_kwh
57,03/01/2024 08:00,03/01/2024,3,January,08:00,Kanniyakumari,Tamil Nadu,4.53813,7.86417,6.20115,26.1,980.899,32.1726,Low,1130.65
58,03/01/2024 09:00,03/01/2024,3,January,09:00,Kanniyakumari,Tamil Nadu,6.48945,7.46064,6.97504,27.2,1011.44,69.5351,Medium,991.785
59,03/01/2024 10:00,03/01/2024,3,January,10:00,Kanniyakumari,Tamil Nadu,6.36294,10.8569,8.60991,28.4,982.211,56.7616,Medium,2956.23
60,03/01/2024 11:00,03/01/2024,3,January,11:00,Kanniyakumari,Tamil Nadu,14.7208,19.3494,17.0351,29.5,1009.38,58.871,Medium,17135.2
61,03/01/2024 12:00,03/01/2024,3,January,12:00,Kanniyakumari,Tamil Nadu,13.135,15.0973,14.1161,30.1,1017.76,31.7993,Low,8190.66
62,03/01/2024 13:00,03/01/2024,3,January,13:00,Kanniyakumari,Tamil Nadu,11.1152,14.3873,12.7512,30.5,993.07,89.924,High,6907.5
63,03/01/2024 14:00,03/01/2024,3,January,14:00,Kanniyakumari,Tamil Nadu,11.4517,14.1672,12.8095,30.4,993.555,65.3369,Medium,6600.74
64,03/01/2024 15:00,03/01/2024,3,January,15:00,Kanniyakumari,Tamil Nadu,9.30695,14.0461,11.6765,30,989.572,84.8498,High,6415.5
65,03/01/2024 16:00,03/01/2024,3,January,16:00,Kanniyakumari,Tamil Nadu,14.3122,17.1015,15.7069,29.6,997.252,51.9532,Medium,11684.3
66,03/01/2024 17:00,03/01/2024,3,January,17:00,Kanniyakumari,Tamil Nadu,8.45136,13.2712,10.8613,29,998.912,63.6495,Medium,5480.42
67,03/01/2024 18:00,03/01/2024,3,January,18:00,Kanniyakumari,Tamil Nadu,6.94673,8.34377,7.64525,27.7,1002.87,55.5251,Medium,1373.29
68,03/01/2024 19:00,03/01/2024,3,January,19:00,Kanniyakumari,Tamil Nadu,4.11946,6.17437,5.14692,26.9,1007.54,37.181,Low,560.562
69,03/01/2024 20:00,03/01/2024,3,January,20:00,Kanniyakumari,Tamil Nadu,12.2207,16.2367,14.2287,26.6,1004.71,56.1085,Medium,10175.5
70,03/01/2024 21:00,03/01/2024,3,January,21:00,Kanniyakumari,Tamil Nadu,11.5478,15.574,13.5609,26.2,983.957,44.1367,Medium,8805.96
71,03/01/2024 22:00,03/01/2024,3,January,22:00,Kanniyakumari,Tamil Nadu,6.99662,10.7914,8.89403,26.1,1005.29,45.7386,Medium,2994.13
72,03/01/2024 23:00,03/01/2024,3,January,23:00,Kanniyakumari,Tamil Nadu,2.32751,6.69577,4.51164,25.8,987.708,75.1809,High,703.41
73,04/01/2024 00:00,04/01/2024,4,January,00:00,Kanniyakumari,Tamil Nadu,12.907,16.5684,14.7377,25.4,1001.39,50.4892,Medium,10819.5
74,04/01/2024 01:00,04/01/2024,4,January,01:00,Kanniyakumari,Tamil Nadu,2.14843,5.51082,3.82963,25.2,1003.5,74.5837,High,399.225
75,04/01/2024 02:00,04/01/2024,4,January,02:00,Kanniyakumari,Tamil Nadu,11.1481,13.7133,12.4307,25,997.451,88.9863,High,6118.66
76,04/01/2024 03:00,04/01/2024,4,January,03:00,Kanniyakumari,Tamil Nadu,14.6133,17.2152,15.9143,25,996.71,49.5487,Medium,12096.2
77,04/01/2024 04:00,04/01/2024,4,January,04:00,Kanniyakumari,Tamil Nadu,7.6896,10.0173,8.85346,25,997.012,44.1461,Medium,2383.96
78,04/01/2024 05:00,04/01/2024,4,January,05:00,Kanniyakumari,Tamil Nadu,5.05465,8.34561,6.70013,24.9,989.397,75.1577,High,1368.46
79,04/01/2024 06:00,04/01/2024,4,January,06:00,Kanniyakumari,Tamil Nadu,11.1633,13.4933,12.3283,25.2,1012.13,64.4876,Medium,5910.74
80,04/01/2024 07:00,04/01/2024,4,January,07:00,Kanniyakumari,Tamil Nadu,12.6227,13.7864,13.2045,25.5,999.429,77.7652,High,6218.97
81,04/01/2024 08:00,04/01/2024,4,January,08:00,Kanniyakumari,Tamil Nadu,9.10359,10.083,9.59329,26.3,1000.21,39.4988,Low,2428.34
82,04/01/2024 09:00,04/01/2024,4,January,09:00,Kanniyakumari,Tamil Nadu,14.5715,19.2316,16.9015,27.6,987.385,69.3025,Medium,16561.6
83,04/01/2024 10:00,04/01/2024,4,January,10:00,Kanniyakumari,Tamil Nadu,2.67169,3.28302,2.97736,28.7,999.021,73.2384,High,83.0579
84,04/01/2024 11:00,04/01/2024,4,January,11:00,Kanniyakumari,Tamil Nadu,8.56234,9.53695,9.04964,29.6,997.49,38.0347,Low,2026.89
85,04/01/2024 12:00,04/01/2024,4,January,12:00,Kanniyakumari,Tamil Nadu,11.3399,13.8438,12.5918,30,996.561,39.2311,Low,6185.68
86,04/01/2024 13:00,04/01/2024,4,January,13:00,Kanniyakumari,Tamil Nadu,13.2143,14.8975,14.0559,29.9,997.845,86.4054,High,7720.87
87,04/01/2024 14:00,04/01/2024,4,January,14:00,Kanniyakumari,Tamil Nadu,4.33032,6.65664,5.49348,29.6,989.843,41.3998,Medium,683.951
88,04/01/2024 15:00,04/01/2024,4,January,15:00,Kanniyakumari,Tamil Nadu,12.4,13.4286,12.9143,28.9,1011.8,71.2061,High,5752.81
89,04/01/2024 16:00,04/01/2024,4,January,16:00,Kanniyakumari,Tamil Nadu,9.18519,10.2743,9.72973,28.4,987.81,62.6162,Medium,2519.68
90,04/01/2024 17:00,04/01/2024,4,January,17:00,Kanniyakumari,Tamil Nadu,7.1552,11.2582,9.20668,27.8,1001.57,79.6389,High,3367.96
91,04/01/2024 18:00,04/01/2024,4,January,18:00,Kanniyakumari,Tamil Nadu,3.7123,7.62828,5.67029,27.4,992.898,33.0218,Low,1040.03
92,04/01/2024 19:00,04/01/2024,4,January,19:00,Kanniyakumari,Tamil Nadu,13.2488,14.218,13.7334,27,1008.76,30.8636,Low,6850.79
93,04/01/2024 20:00,04/01/2024,4,January,20:00,Kanniyakumari,Tamil Nadu,4.04455,7.54961,5.79708,26.5,1007.65,75.0187,High,1026.23
94,04/01/2024 21:00,04/01/2024,4,January,21:00,Kanniyakumari,Tamil Nadu,6.02724,9.26914,7.64819,26.2,1007.93,82.7016,High,1901.73
95,04/01/2024 22:00,04/01/2024,4,January,22:00,Kanniyakumari,Tamil Nadu,5.77059,9.48072,7.62566,26,1015.41,67.994,Medium,2051.43
96,04/01/2024 23:00,04/01/2024,4,January,23:00,Kanniyakumari,Tamil Nadu,13.3284,15.9634,14.6459,25.9,1011.23,53.0183,Medium,9755.74
97,05/01/2024 00:00,05/01/2024,5,January,00:00,Kanniyakumari,Tamil Nadu,10.7451,12.4601,11.6026,25.7,993.186,56.5173,Medium,4559.5
98,05/01/2024 01:00,05/01/2024,5,January,01:00,Kanniyakumari,Tamil Nadu,12.3569,15.8434,14.1001,25.2,995.744,76.6266,High,9413.38
99,05/01/2024 02:00,05/01/2024,5,January,02:00,Kanniyakumari,Tamil Nadu,5.25608,7.42719,6.34164,25,1014.7,60.9311,Medium,988.9
100,05/01/2024 03:00,05/01/2024,5,January,03:00,Kanniyakumari,Tamil Nadu,10.1234,11.6087,10.866,24.7,1012.95,71.2223,High,3773.23
101,05/01/2024 04:00,05/01/2024,5,January,04:00,Kanniyakumari,Tamil Nadu,9.4327,11.7715,10.6021,24.7,1016.85,86.9055,High,3949.44
102,05/01/2024 05:00,05/01/2024,5,January,05:00,Kanniyakumari,Tamil Nadu,12.8268,16.7615,14.7942,24.6,1013.55,46.4687,Medium,11368.6
103,05/01/2024 06:00,05/01/2024,5,January,06:00,Kanniyakumari,Tamil Nadu,13.7791,16.4202,15.0997,25.3,985.173,39.3725,Low,10364.6
104,05/01/2024 07:00,05/01/2024,5,January,07:00,Kanniyakumari,Tamil Nadu,2.15804,4.00743,3.08273,25.7,993.21,80.9853,High,151.692
105,05/01/2024 08:00,05/01/2024,5,January,08:00,Kanniyakumari,Tamil Nadu,8.4606,15.0057,11.7331,27,991.702,71.7444,High,7917.47
106,05/01/2024 09:00,05/01/2024,5,January,09:00,Kanniyakumari,Tamil Nadu,2.67387,7.14126,4.90756,28.2,995.159,58.9966,Medium,852.951
107,05/01/2024 10:00,05/01/2024,5,January,10:00,Kanniyakumari,Tamil Nadu,9.13516,11.5848,10.36,29.3,991.694,64.1224,Medium,3615.48
108,05/01/2024 11:00,05/01/2024,5,January,11:00,Kanniyakumari,Tamil Nadu,5.73923,7.92532,6.83227,30.3,1011.39,84.5769,High,1176.69
109,05/01/2024 12:00,05/01/2024,5,January,12:00,Kanniyakumari,Tamil Nadu,5.9881,9.24524,7.61667,30.8,1008.03,87.4286,High,1858.68
110,05/01/2024 13:00,05/01/2024,5,January,13:00,Kanniyakumari,Tamil Nadu,6.58846,7.34935,6.9689,31,987.953,30.6852,Low,914.476
111,05/01/2024 14:00,05/01/2024,5,January,14:00,Kanniyakumari,Tamil Nadu,10.0768,13.6878,11.8823,30.4,987.193,73.4587,High,5914.88
112,05/01/2024 15:00,05/01/2024,5,January,15:00,Kanniyakumari,Tamil Nadu,6.34265,10.3629,8.3528,28.7,988.72,88.4932,High,2585.29
113,05/01/2024 16:00,05/01/2024,5,January,16:00,Kanniyakumari,Tamil Nadu,11.5251,13.8136,12.6693,28.4,992.563,41.2267,Medium,6153.11
114,05/01/2024 17:00,05/01/2024,5,January,17:00,Kanniyakumari,Tamil Nadu,7.25886,8.54463,7.90174,28.1,1007.31,40.7569,Medium,1479.42
115,05/01/2024 18:00,05/01/2024,5,January,18:00,Kanniyakumari,Tamil Nadu,2.88859,3.51827,3.20343,28,994.756,37.5297,Low,102.024
116,05/01/2024 19:00,05/01/2024,5,January,19:00,Kanniyakumari,Tamil Nadu,12.1889,15.5565,13.8727,27.3,996.969,55.4694,Medium,8859.74
117,05/01/2024 20:00,05/01/2024,5,January,20:00,Kanniyakumari,Tamil Nadu,5.71486,7.42533,6.57009,26.8,981.682,76.8195,High,950.269
118,05/01/2024 21:00,05/01/2024,5,January,21:00,Kanniyakumari,Tamil Nadu,7.62597,10.2135,8.91972,26.4,999.205,62.4624,Medium,2520.48
119,05/01/2024 22:00,05/01/2024,5,January,22:00,Kanniyakumari,Tamil Nadu,8.4606,13.1494,10.805,26.2,997.663,53.2234,Medium,5373.99
120,05/01/2024 23:00,05/01/2024,5,January,23:00,Kanniyakumari,Tamil Nadu,6.32193,7.60891,6.96542,25.9,1007.34,64.4073,Medium,1052.4
121,06/01/2024 00:00,06/01/2024,6,January,00:00,Kanniyakumari,Tamil Nadu,2.73561,5.52327,4.12944,25.8,988.066,51.0531,Medium,394.961
122,06/01/2024 01:00,06/01/2024,6,January,01:00,Kanniyakumari,Tamil Nadu,6.86097,9.42914,8.14506,25.8,1008.9,60.4544,Medium,2006.53
123,06/01/2024 02:00,06/01/2024,6,January,02:00,Kanniyakumari,Tamil Nadu,14.2778,17.5865,15.9322,25.5,1008.71,58.2724,Medium,13029.3
124,06/01/2024 03:00,06/01/2024,6,January,03:00,Kanniyakumari,Tamil Nadu,10.3425,11.976,11.1593,25.3,1004.9,84.9571,High,4101.72
125,06/01/2024 04:00,06/01/2024,6,January,04:00,Kanniyakumari,Tamil Nadu,10.7292,12.1951,11.4622,25.3,994.323,62.0098,Medium,4285.39
126,06/01/2024 05:00,06/01/2024,6,January,05:00,Kanniyakumari,Tamil Nadu,10.2197,14.3842,12.3019,25.2,982.348,69.5523,Medium,6949.85
127,06/01/2024 06:00,06/01/2024,6,January,06:00,Kanniyakumari,Tamil Nadu,4.5869,8.24676,6.41683,25.6,989.469,47.7768,Medium,1317.41
128,06/01/2024 07:00,06/01/2024,6,January,07:00,Kanniyakumari,Tamil Nadu,7.43834,11.4133,9.4258,26.2,1017.21,51.7364,Medium,3582.92
129,06/01/2024 08:00,06/01/2024,6,January,08:00,Kanniyakumari,Tamil Nadu,11.7622,12.817,12.2896,27.4,1015.17,88.6076,High,5043.83
130,06/01/2024 09:00,06/01/2024,6,January,09:00,Kanniyakumari,Tamil Nadu,3.31785,4.82603,4.07194,28.5,987.888,66.5537,Medium,261.066
131,06/01/2024 10:00,06/01/2024,6,January,10:00,Kanniyakumari,Tamil Nadu,5.61209,8.70198,7.15703,29.5,992.852,47.9927,Medium,1533.12
132,06/01/2024 11:00,06/01/2024,6,January,11:00,Kanniyakumari,Tamil Nadu,5.59215,9.94955,7.77085,30.3,980.395,34.254,Low,2256.85
133,06/01/2024 12:00,06/01/2024,6,January,12:00,Kanniyakumari,Tamil Nadu,7.61625,12.1308,9.8735,30.6,992.42,66.4324,Medium,4136.39
134,06/01/2024 13:00,06/01/2024,6,January,13:00,Kanniyakumari,Tamil Nadu,14.7448,18.9884,16.8666,30.5,1012.02,34.9917,Low,16183
135,06/01/2024 14:00,06/01/2024,6,January,14:00,Kanniyakumari,Tamil Nadu,8.4606,3.57282,6.01671,29.3,1002.85,39.7041,Low,107.249
136,06/01/2024 15:00,06/01/2024,6,January,15:00,Kanniyakumari,Tamil Nadu,8.74311,12.9371,10.8401,27.4,1014.76,42.9635,Medium,5184.78
137,06/01/2024 16:00,06/01/2024,6,January,16:00,Kanniyakumari,Tamil Nadu,4.33174,8.87765,6.6047,27.8,1018.46,68.4607,Medium,1679.27
138,06/01/2024 17:00,06/01/2024,6,January,17:00,Kanniyakumari,Tamil Nadu,14.6188,15.3742,14.9965,27.4,988.848,54.1936,Medium,8479.4
139,06/01/2024 18:00,06/01/2024,6,January,18:00,Kanniyakumari,Tamil Nadu,3.47295,5.84621,4.65958,27.4,1002.19,73.8541,High,472.534
140,06/01/2024 19:00,06/01/2024,6,January,19:00,Kanniyakumari,Tamil Nadu,7.24681,10.1616,8.70419,27,1010.21,43.257,Medium,2504.55
141,06/01/2024 20:00,06/01/2024,6,January,20:00,Kanniyakumari,Tamil Nadu,11.5925,13.1399,12.3662,26.9,1004.87,83.0543,High,5388.48
142,06/01/2024 21:00,06/01/2024,6,January,21:00,Kanniyakumari,Tamil Nadu,11.1592,13.9843,12.5718,26.7,990.41,42.7432,Medium,6406.34
143,06/01/2024 22:00,06/01/2024,6,January,22:00,Kanniyakumari,Tamil Nadu,7.49547,11.9823,9.73887,26.4,1019.09,31.9918,Low,4150.85
144,06/01/2024 23:00,06/01/2024,6,January,23:00,Kanniyakumari,Tamil Nadu,6.50481,10.9061,8.70543,25.9,1006.97,57.0953,Medium,3097.81
145,07/01/2024 00:00,07/01/2024,7,January,00:00,Kanniyakumari,Tamil Nadu,7.16896,11.8982,9.5336,25.5,980.406,37.4346,Low,3921.64
146,07/01/2024 01:00,07/01/2024,7,January,01:00,Kanniyakumari,Tamil Nadu,5.43559,8.11409,6.77484,24.8,1000.65,55.5443,Medium,1272.43
147,07/01/2024 02:00,07/01/2024,7,January,02:00,Kanniyakumari,Tamil Nadu,4.66933,7.01688,5.8431,24.5,986.637,88.2003,High,812.197
148,07/01/2024 03:00,07/01/2024,7,January,03:00,Kanniyakumari,Tamil Nadu,8.27952,11.7756,10.0275,24.6,1008.92,78.0537,High,3924
149,07/01/2024 04:00,07/01/2024,7,January,04:00,Kanniyakumari,Tamil Nadu,5.49094,7.86636,6.67865,24.2,982.603,57.6643,Medium,1140.8
150,07/01/2024 05:00,07/01/2024,7,January,05:00,Kanniyakumari,Tamil Nadu,5.737,6.42575,6.08138,24.1,993.626,73.7187,High,629
151,07/01/2024 06:00,07/01/2024,7,January,06:00,Kanniyakumari,Tamil Nadu,10.5378,14.2775,12.4077,25.1,992.54,55.5308,Medium,6869.09
152,07/01/2024 07:00,07/01/2024,7,January,07:00,Kanniyakumari,Tamil Nadu,14.591,16.3554,15.4732,25.5,1015.66,30.0636,Low,10552.3
153,07/01/2024 08:00,07/01/2024,7,January,08:00,Kanniyakumari,Tamil Nadu,9.84728,10.5682,10.2077,26.4,1014.94,78.0425,High,2836.28
154,07/01/2024 09:00,07/01/2024,7,January,09:00,Kanniyakumari,Tamil Nadu,3.00073,3.59353,3.29713,27.7,1012.93,75.7566,High,110.808
155,07/01/2024 10:00,07/01/2024,7,January,10:00,Kanniyakumari,Tamil Nadu,2.98259,7.67371,5.32815,28.7,1009.85,85.0538,High,1072.16
156,07/01/2024 11:00,07/01/2024,7,January,11:00,Kanniyakumari,Tamil Nadu,14.3685,16.0028,15.1857,29.5,1018.18,36.9099,Low,9778.06
157,07/01/2024 12:00,07/01/2024,7,January,12:00,Kanniyakumari,Tamil Nadu,5.86478,8.38033,7.12255,29.7,987.647,78.7738,High,1361.24
158,07/01/2024 13:00,07/01/2024,7,January,13:00,Kanniyakumari,Tamil Nadu,3.19687,7.97446,5.58567,29.7,1012.8,78.5784,High,1202.76
159,07/01/2024 14:00,07/01/2024,7,January,14:00,Kanniyakumari,Tamil Nadu,9.78758,12.3914,11.0895,28.7,1006.94,51.8122,Medium,4501.43
160,07/01/2024 15:00,07/01/2024,7,January,15:00,Kanniyakumari,Tamil Nadu,10.1074,10.9612,10.5343,27.5,1008.06,54.1403,Medium,3131.65
161,07/01/2024 16:00,07/01/2024,7,January,16:00,Kanniyakumari,Tamil Nadu,10.4306,13.4143,11.9224,27.9,997.075,55.2217,Medium,5669.81
162,07/01/2024 17:00,07/01/2024,7,January,17:00,Kanniyakumari,Tamil Nadu,5.47623,6.37312,5.92467,27.1,1006.09,51.2676,Medium,615.159
163,07/01/2024 18:00,07/01/2024,7,January,18:00,Kanniyakumari,Tamil Nadu,2.19644,3.12433,2.66039,28.1,989.496,64.8939,Medium,71.0456
164,07/01/2024 19:00,07/01/2024,7,January,19:00,Kanniyakumari,Tamil Nadu,14.5452,18.8768,16.711,27.5,1001.21,60.8716,Medium,15886.5
165,07/01/2024 20:00,07/01/2024,7,January,20:00,Kanniyakumari,Tamil Nadu,5.26161,7.06401,6.16281,27,1018.83,64.5542,Medium,848.581
166,07/01/2024 21:00,07/01/2024,7,January,21:00,Kanniyakumari,Tamil Nadu,10.7883,14.3424,12.5653,26.3,1007.39,66.0312,Medium,7039.02
167,07/01/2024 22:00,07/01/2024,7,January,22:00,Kanniyakumari,Tamil Nadu,11.1862,13.9763,12.5813,26.4,1007.02,71.6261,High,6509.18
168,07/01/2024 23:00,07/01/2024,7,January,23:00,Kanniyakumari,Tamil Nadu,9.9301,11.4306,10.6803,26.3,989.413,47.6951,Medium,3499.73
